,Variants,HD,Count input,Count selected,Fitness
41916,DMLM,4,74,0,0.0
11892,LNGI,3,1003,3657,0.999324781061
112452,QIVH,4,1182,6,0.00139128596351
119358,RKPL,4,1790,11,0.00168431099605
44045,DVDP,4,168,4,0.00652579368598
7721,GQAV,3,132,0,0.0
134067,TQVM,4,24,1,0.0114201389505
94372,MPET,4,103,0,0.0
45727,EENQ,4,78,1,0.00351388890783
21942,VKAP,3,1073,50,0.0127718236165
8385,HDYF,3,52,0,0.0
138836,WKWA,4,1728,188,0.029819251704
11585,LEGF,3,400,234,0.160338750864
8324,HDSS,3,588,8,0.00372902496342
13113,MSKV,3,440,2,0.00124583334005
47552,EKWY,4,77,0,0.0
147268,YQYR,4,289,4,0.00379354096624
123106,RYEC,4,147,1,0.00186451248171
59769,GIFC,4,111,69,0.170376127045
83756,KYQT,4,61,0,0.0
111177,QFEQ,4,151,2,0.00363024284518
42691,DPVP,4,245,1,0.00111870748902
112566,QKEP,4,659,3,0.0012477238307
20502,VETK,3,71,2,0.00772065731862
73114,IKCK,4,331,17,0.0140767875885
42656,DPSQ,4,75,0,0.0
107921,PQSM,4,100,1,0.00274083334811
29195,AHST,4,24,0,0.0
146914,YPYG,4,271,6,0.00606826571538
127869,SQVW,4,452,4,0.00242551623727
121082,RQLW,4,494,4,0.00221929825758
57552,FYRL,4,122,3,0.0067397541347
124325,SERK,4,330,5,0.00415277780017
48117,EMPH,4,175,0,0.0
114670,QRFR,4,1512,14,0.00253780865566
36808,CQSK,4,270,13,0.0131966050094
115916,QVTA,4,2458,111,0.0123772376583
82492,KTAT,4,2025,26,0.00351909466918
70829,IAKW,4,35,0,0.0
99318,NIPT,4,280,0,0.0
111539,QGFM,4,577,4,0.00190005778032
3264,CDYE,3,67,1,0.00409079604196
83330,KWLF,4,133,1,0.00206077695347
102437,NTRM,4,340,1,0.000806127455327
64931,HEHP,4,125,0,0.0
39504,DCSH,4,69,1,0.00397222224364
80281,KLRG,4,1107,10,0.00247591088357
134983,TTPL,4,155,0,0.0
15088,PPGP,3,821,5,0.00166920423149
113846,QNVN,4,656,7,0.00292466973122
136707,WCVS,4,3933,317,0.0220911307234
97122,NAEG,4,151,0,0.0
73264,IKMR,4,736,10,0.00372395835341
98672,NGRY,4,423,3,0.00194385343838
87162,LMLH,4,1878,193,0.0281672436733
84133,LASL,4,3167,153,0.0132411588968
26589,WGLV,3,8335,2464,0.0810247554859
16685,RDME,3,779,2,0.00070367993533
6763,FSGR,3,645,17,0.00722390184773
106848,PMPS,4,634,6,0.00259384859443
99209,NIHS,4,207,1,0.00132407408121
41640,DLQF,4,26,2,0.021083333447
100180,NMDL,4,414,1,0.000662037040607
126978,SNIC,4,245,5,0.00559353744512
53023,FHHN,4,35,0,0.0
61346,GNTG,4,242,2,0.00226515152736
7273,GDSY,3,379,1,0.000723175025887
137382,WFSY,4,1427,12,0.00230483533128
23746,VQFY,3,116,2,0.00472557473812
101331,NQMI,4,32,0,0.0
70278,HWTH,4,199,0,0.0
44885,DYVS,4,286,5,0.0047916666925
11406,LDMP,3,434,51,0.0322079494824
14139,NSDV,3,405,2,0.00135349794968
25512,VWKT,3,127,1,0.00215813649458
124556,SFKC,4,159,2,0.00344758911712
116427,QYHH,4,54,0,0.0
75059,IQRA,4,437,11,0.00689912284422
140215,WPSS,4,6573,65,0.0027103935437
3129,CDNP,3,293,6,0.00561262801661
37881,CTVD,4,13,1,0.021083333447
9232,IDIQ,3,158,1,0.0017347046507
58430,GEHR,4,204,1,0.00134354575888
132324,TKMH,4,50,1,0.00548166669622
97726,NCYM,4,22,1,0.0124583334005
93623,MMAP,4,1145,9,0.00215436682384
138374,WIPE,4,501,4,0.00218829009829
138169,WIAE,4,1209,20,0.00453405020366
76769,IWNY,4,219,0,0.0
120131,RMSI,4,1864,25,0.00367601039178
99370,NISR,4,573,6,0.00286998256347
5604,EPGN,3,164,3,0.00501371953923
97954,NEQF,4,45,3,0.0182722223207
38484,CWPC,4,75,1,0.00365444446415
124456,SFCP,4,1045,46,0.0120649123458
25212,VVNG,3,216,109,0.138310571733
134519,TSFP,4,486,12,0.00676748974842
104984,PGEP,4,195,2,0.00281111112627
10542,KEHV,3,527,4,0.00208032891697
3024,CDFS,3,437,83,0.0520570178245
33932,CGKS,4,291,8,0.00753493703948
116789,RAIA,4,2183,21,0.00263662392626
95097,MRIH,4,827,14,0.0046398629835
55409,FQFY,4,59,2,0.00929096050207
5767,ETQV,3,138,2,0.00397222224364
110100,QACW,4,481,14,0.00797747752049
55599,FQVC,4,100,2,0.00548166669622
60133,GKHG,4,153,3,0.00537418303551
101488,NQYC,4,29,0,0.0
68653,HRDF,4,260,2,0.0021083333447
56160,FSMF,4,92,2,0.00595833336546
69846,HVNP,4,737,5,0.00185945274634
54309,FMAY,4,155,2,0.00353655915885
29628,AKMW,4,10,0,0.0
105698,PIHI,4,74,0,0.0
75587,ISEP,4,1260,10,0.00217526456199
33419,CEWM,4,98,2,0.00559353744512
22220,VKTY,3,345,3,0.00238333334618
51880,FCWH,4,30,3,0.0274083334811
58710,GFDG,4,209,0,0.0
97310,NARP,4,1246,15,0.00329955860527
98014,NETM,4,101,1,0.00271369638427
10297,KDKC,3,215,3,0.00382441862527
109663,PWTR,4,259,8,0.00846589451154
48615,EPAT,4,324,3,0.00253780865566
78237,KETH,4,567,6,0.00290035274932
74828,IQAF,4,183,72,0.107836066155
115758,QVIN,4,536,9,0.0046021455472
18250,SNGP,3,2302,25,0.00297657835373
42558,DPLM,4,47,0,0.0
21026,VGII,3,140,1,0.00195773810579
149198,YYMY,4,49,1,0.00559353744512
51392,FALM,4,131,12,0.0251068703644
2441,AHGT,3,32,45,0.385429689578
125618,SILH,4,1026,7,0.00186996427259
125662,SINR,4,759,11,0.00397222224364
19460,TVGT,3,414,494,0.32704629806
124448,SFCF,4,263,8,0.00833713565965
59151,GGKS,4,403,3,0.00204032259165
19599,VADS,3,124,2,0.00442069894857
72901,IILP,4,1082,781,0.197836492133
145183,YIYL,4,579,5,0.00236686817626
21693,VIHT,3,132,8,0.0166111112007
138166,WIAA,4,3742,42001,3.07636936008
31889,AVDN,4,13,0,0.0
2401,AGGI,3,17,5,0.0806127455327
91199,MEAG,4,405,437,0.295739302006
48617,EPAY,4,104,1,0.00263541668088
18344,SQWV,3,328,4,0.00334247969282
17840,SDSA,3,1025,348,0.0930546346481
115193,QSSF,4,1175,9,0.00209936171345
10489,KDWK,3,397,1,0.000690386233781
82142,KSAW,4,617,6,0.00266531605975
109776,PYEA,4,215,1,0.00127480620842
75784,ISSD,4,33,3,0.024916666801
65123,HEVG,4,351,36,0.0281111112627
120647,RPFF,4,588,5,0.00233064060214
104990,PGEY,4,67,2,0.00818159208391
31686,ATLQ,4,55,1,0.0049833333602
43559,DSRI,4,63,1,0.00435052912399
36818,CQSY,4,265,5,0.00517138367568
75493,IRWN,4,250,2,0.00219266667849
44319,DVWW,4,24,0,0.0
14055,NPPV,3,196,3,0.00419515308384
31930,AVFW,4,17,0,0.0
123717,SAWR,4,766,9,0.00322030027846
28302,AAPY,4,12,0,0.0
17260,RQGG,3,1067,78,0.0200360825823
114166,QPTE,4,243,1,0.00112791495807
71119,ICHA,4,167,21,0.0344655690481
46490,EGTR,4,720,3,0.00114201389505
69539,HTQS,4,372,2,0.00147356631619
71077,ICDQ,4,227,7,0.00845190900299
57747,GAHH,4,117,0,0.0
131443,TGQI,4,14,0,0.0
55591,FQTP,4,106,1,0.00258569183784
146432,YNNT,4,293,1,0.000935438002768
25290,VVSN,3,414,8,0.00529629632485
103357,NYKQ,4,22,0,0.0
1849,VRGQ,2,745,286,0.1052185688
46127,EFSK,4,65,0,0.0
120909,RPYK,4,273,2,0.00200793651876
81780,KRAI,4,711,11,0.00424038914616
57166,FWMQ,4,26,2,0.021083333447
29673,AKRK,4,22,1,0.0124583334005
127438,SPQF,4,176,2,0.00311458335013
116644,QYWH,4,67,1,0.00409079604196
83450,KWST,4,321,2,0.00170768432904
96881,MYLY,4,345,4,0.00317777779491
59926,GIQS,4,325,0,0.0
97502,NCHI,4,14,1,0.0195773810579
132526,TLCN,4,106,2,0.00517138367568
9237,IDIY,3,131,2,0.00418447839406
58752,GFFN,4,144,3,0.00571006947523
87526,LNME,4,314,9,0.0078558917621
108195,PRNN,4,203,1,0.00135016421089
25683,VWWI,3,80,4,0.0137041667406
122818,RWIG,4,571,7,0.0033600408821
4339,DHGI,3,27,38,0.38574691566
57162,FWML,4,58,9,0.0425301726431
51031,EYFG,4,24,35,0.399704863266
88691,LRTR,4,1749,13,0.00203721175103
116490,QYLS,4,642,44,0.0187845276195
148010,YTCQ,4,396,5,0.00346064816681
68561,HQVE,4,192,0,0.0
113364,QMME,4,234,1,0.00117129630261
41774,DMAP,4,181,3,0.00454281770405
47924,EMAN,4,139,0,0.0
86998,LLYM,4,862,10,0.00317962105349
94251,MNVE,4,700,6,0.00234928572695
145002,YILM,4,321,49,0.0418382660615
10461,KDTY,3,501,7,0.00382950767201
67761,HNMS,4,416,23,0.015153645915
37195,CRVM,4,1300,64,0.0134933334061
80143,KLHQ,4,269,1,0.00101889715543
131127,TFRH,4,106,1,0.00258569183784
137315,WFPI,4,516,4,0.00212467701404
135824,TYFS,4,94,7,0.020410461103
125964,SKLF,4,503,2,0.00108979457181
106913,PMTK,4,164,1,0.00167123984641
108152,PRLF,4,414,8,0.00529629632485
37371,CSKF,4,121,7,0.0158560606916
60863,GMKM,4,68,0,0.0
69908,HVSA,4,1977,1743,0.241642515213
129754,SYFY,4,210,1,0.0013051587372
111325,QFPW,4,127,0,0.0
22071,VKKR,3,294,4,0.00372902496342
6031,FDFA,3,142,504,0.972802822146
81419,KPYK,4,127,2,0.00431627298915
88561,LRLT,4,3732,62636,4.60007603409
128304,SSDG,4,880,4,0.00124583334005
47435,EKPL,4,354,6,0.00464548025104
29145,AHFR,4,16,0,0.0
146439,YNPG,4,275,5,0.0049833333602
8011,HAMV,3,296,3,0.0027778716366
93152,MKRH,4,499,3,0.00164779560007
88381,LQYE,4,84,1,0.00326289684299
90114,LWVH,4,943,14,0.004069105713
85482,LGQE,4,123,0,0.0
49349,ERES,4,486,2,0.00112791495807
80009,KKWH,4,325,4,0.00337333335152
83484,KWVR,4,535,6,0.00307383179227
29123,AHAR,4,23,0,0.0
9030,HYPV,3,128,1,0.00214127605321
29198,AHTL,4,16,1,0.0171302084257
46466,EGSK,4,352,3,0.00233593751259
12519,MDQL,3,53,0,0.0
104118,PCQG,4,14,0,0.0
126960,SNHC,4,133,1,0.00206077695347
46679,EHKG,4,20,0,0.0
143463,YCYS,4,145,16,0.030243678324
33203,CEHP,4,284,3,0.00289524649448
13095,MSGE,3,1071,36,0.00921288520373
146697,YPIK,4,168,0,0.0
140486,WQNM,4,223,4,0.0049162930011
54837,FNPH,4,136,1,0.00201531863832
90332,LYMG,4,274,3019,3.01991820363
136618,WCQA,4,539,68,0.034578231479
118871,RIFH,4,902,15,0.00455792685384
19814,VATA,3,192,41,0.0585282121211
23552,VPRF,3,100,1,0.00274083334811
96760,MYDG,4,388,3,0.00211920104235
118175,RGFS,4,4733,51,0.00295335940743
102548,NVAP,4,1451,9,0.00170003446816
101678,NRMN,4,167,1,0.00164121757372
27410,YDPI,3,216,2,0.00253780865566
117803,RFEP,4,1259,8,0.00174159386695
91419,MEQL,4,87,0,0.0
65175,HFAD,4,15,0,0.0
142506,WYFE,4,292,11,0.0103250571333
11275,LDDI,3,186,3,0.00442069894857
1243,VDLN,2,49,3,0.0167806123354
122883,RWMS,4,714,17,0.00652579368598
136371,WAWP,4,5937,72,0.003323900978
62987,GTPE,4,196,0,0.0
34560,CIFN,4,195,18,0.0253000001364
138792,WKSQ,4,1537,11,0.00196155932526
23716,VQEH,3,30,1,0.00913611116037
111475,QGCE,4,985,21,0.00584340104673
108437,PSFY,4,583,2,0.000940251577397
149014,YWYR,4,181,4,0.00605709027207
44754,DYLH,4,40,1,0.00685208337028
11382,LDLH,3,530,13,0.00672279877839
2837,AYGA,3,41,39,0.26071341604
109593,PWPR,4,103,0,0.0
105749,PILE,4,183,2,0.00299544628209
113207,QMAL,4,1504,50,0.00911181299239
14675,PDTM,3,71,1,0.00386032865931
46755,EHPN,4,32,1,0.00856510421285
137834,WHAW,4,492,12,0.00668495938564
56402,FTEN,4,35,0,0.0
141687,WTWD,4,12,0,0.0
16587,RDEY,3,1135,7,0.0016903818006
116866,RANC,4,802,17,0.00580974649849
96162,MVKK,4,87,4,0.012601532635
144800,YHVI,4,477,24,0.0137903564685
148054,YTFE,4,365,6,0.00450547947635
146380,YNKY,4,91,3,0.00903571433443
38351,CWEQ,4,55,2,0.0099666667204
33291,CENL,4,210,4,0.00522063494878
54934,FNVQ,4,280,2,0.00195773810579
37977,CVDG,4,690,14,0.00556111114109
117408,RECL,4,3062,67,0.00599725128424
142348,WWSK,4,944,12,0.00348411018828
86410,LKIA,4,1048,26,0.00679977739035
88886,LSKF,4,360,6,0.00456805558019
125283,SHLS,4,1312,32,0.00668495938564
90597,MAFT,4,1044,4436,1.16459164102
51540,FAVR,4,197,0,0.0
140963,WRVW,4,3859,27,0.00191766002589
113672,QNKA,4,337,5,0.00406651832064
124773,SFYT,4,996,9,0.00247665663986
11438,LDPK,3,149,1,0.00183948546853
140696,WRDS,4,5287,48,0.00248836770776
68991,HSCQ,4,581,15,0.00707616182817
18395,SSGH,3,2088,1480,0.194273628123
90927,MCFF,4,239,18,0.0206422595255
8623,HKYV,3,147,0,0.0
147502,YRQH,4,363,4,0.00302020203649
134554,TSIN,4,116,2,0.00472557473812
107300,PNWW,4,52,0,0.0
122683,RVWS,4,9655,97,0.00275360781737
82046,KRSR,4,2784,22,0.00216588842164
109344,PVVW,4,429,3,0.001916666677
15458,QDAQ,3,607,7,0.0031607633339
54800,FNMG,4,77,380,1.35261905491
143972,YFLT,4,1645,7807,1.30077118229
64856,HECL,4,276,6,0.00595833336546
138404,WIQR,4,810,11,0.00372211936163
121954,RSWK,4,1126,8,0.00194730610878
17304,RRGN,3,2793,284,0.0278695549897
54108,FLLY,4,717,9,0.00344037658759
38630,CYAF,4,122,30,0.067397541347
73013,IISS,4,2185,3217,0.403535967088
53885,FKTQ,4,107,1,0.00256152649356
25215,VVNK,3,173,0,0.0
35613,CMHL,4,454,6,0.00362224671557
79791,KKHI,4,138,4,0.00794444448728
16416,QYGP,3,688,27,0.0107561773836
124439,SFAQ,4,756,11,0.00398798503032
138428,WISA,4,4390,10372,0.647560899467
58270,GCTT,4,131,3,0.00627671759109
29324,AIKA,4,19,0,0.0
61302,GNQS,4,304,3,0.00270476975143
65032,HEPF,4,83,0,0.0
39603,DECG,4,31,0,0.0
10756,KLGK,3,848,8,0.00258569183784
20241,VEAR,3,282,3,0.00291578015757
134000,TQQI,4,11,0,0.0
7140,GDKP,3,255,1,0.0010748366071
825,QDPV,2,733,7,0.00261743975945
1102,VDAM,2,56,307,1.5025639962
114956,QSCH,4,841,24,0.00782164094586
39649,DEFS,4,31,0,0.0
45682,EELF,4,245,8,0.0089496599122
146224,YMYH,4,227,1,0.00120741557186
8907,HTGR,3,1441,7,0.00133142494357
7370,GEIV,3,181,1,0.00151427256802
40270,DGIA,4,57,1,0.00480847955809
134984,TTPM,4,48,0,0.0
51314,FAFC,4,61,140,0.629043719239
37090,CRNT,4,522,32,0.0168020435133
38935,CYWM,4,55,2,0.0099666667204
132755,TLSH,4,449,5,0.0030521529489
109857,PYKM,4,48,1,0.00571006947523
14191,NTGP,3,1088,16,0.00403063727663
95325,MRYR,4,1031,11,0.00292426448392
50803,EWMN,4,17,0,0.0
135518,TWFE,4,44,0,0.0
2093,WDWV,2,2121,348,0.0449698257964
110513,QCHH,4,81,0,0.0
9182,IDEW,3,34,0,0.0
112797,QKVI,4,602,10,0.0045528793158
105759,PILQ,4,352,5,0.00389322918766
24243,VRRY,3,291,1,0.000941867129935
88068,LQAS,4,676,1020,0.413557694537
42356,DNTC,4,55,4,0.0199333334408
116777,RAHI,4,874,7,0.00219517545043
139445,WMPK,4,573,5,0.00239165213622
144445,YGTS,4,908,11,0.0033203928226
108355,PSAK,4,483,6,0.00340476192312
35732,CMQC,4,114,4,0.00961695911618
36221,CPAY,4,494,12,0.00665789477274
86810,LLLM,4,2255,196,0.0238227643561
71235,ICPL,4,442,12,0.00744117651071
12819,MITV,3,461,4,0.00237816342569
57252,FWTC,4,15,1,0.0182722223207
76076,ITNY,4,294,2,0.00186451248171
100118,NLYA,4,405,8,0.00541399179874
142593,WYLW,4,586,12,0.00561262801661
23403,VPFQ,3,363,4,0.00302020203649
96944,MYQL,4,106,0,0.0
41106,DKCH,4,73,2,0.00750913246058
19855,VAWH,3,53,0,0.0
61881,GQIY,4,37,0,0.0
97945,NEPQ,4,104,3,0.00790625004263
142235,WWLG,4,2363,59298,6.87794904259
129957,SYVG,4,774,260,0.0920693372751
24387,VSDR,3,932,4,0.00117632332537
84832,LETA,4,751,60,0.021897470158
89839,LWCG,4,556,11189,5.51568063525
65770,HGSC,4,270,12,0.0121814815472
142765,WYYH,4,232,2,0.00236278736906
733,NTGV,2,794,89,0.0307221874033
110846,QEFP,4,1277,20,0.00429261291795
18810,TDPF,3,12,0,0.0
41240,DKLT,4,150,6,0.0109633333924
91729,MFNK,4,285,5,0.00480847955809
107941,PQTP,4,183,0,0.0
135939,TYRE,4,23,0,0.0
44480,DWMY,4,16,0,0.0
121687,RSEF,4,1021,12,0.00322135163343
77010,IYHH,4,114,3,0.00721271933713
125361,SHRE,4,329,9,0.00749772040517
30076,ALWY,4,26,0,0.0
78329,KFCI,4,24,2,0.0228402779009
115447,QTMA,4,1063,260,0.0670382568682
21870,VITQ,3,299,2,0.00183333334322
143275,YCLI,4,185,40,0.0592612615808
148355,YVCN,4,671,39,0.0159303279547
84903,LEYW,4,103,0,0.0
127273,SPEG,4,468,3,0.00175694445392
101760,NRSE,4,326,3,0.0025222392774
55712,FREI,4,71,0,0.0
103129,NWRY,4,77,1,0.00355952382872
104927,PGAL,4,529,5,0.00259057972411
16129,QNRV,3,1182,4,0.000927523975672
94430,MPKC,4,25,1,0.0109633333924
61829,GQFC,4,52,4,0.021083333447
40017,DFMW,4,60,0,0.0
46781,EHRE,4,81,1,0.00338374487421
137185,WFFH,4,719,50,0.0190600371913
123999,SCSI,4,303,14,0.0126639164599
73439,ILAG,4,1805,8375,1.27171630418
41218,DKKP,4,49,1,0.00559353744512
3476,CKGH,3,707,81,0.0314013438751
36709,CQLW,4,223,9,0.0110616592525
95680,MSYT,4,1346,2400,0.488707283467
128737,STIN,4,447,4,0.00245264729137
21519,VHTF,3,103,0,0.0
26643,WIGA,3,7280,32579,1.22656057209
90580,MAEW,4,50,0,0.0
127929,SRCF,4,493,30,0.0166784990757
106041,PKHI,4,58,0,0.0
124945,SGMH,4,323,2,0.00169711043227
14759,PEGW,3,77,3,0.0106785714861
8258,HDPE,3,94,0,0.0
15601,QDLM,3,650,24,0.0101200000546
50792,EWLW,4,35,1,0.00783095242317
21492,VHRQ,3,92,3,0.00893750004819
98091,NFAS,4,562,12,0.00585231319881
21859,VITC,3,201,10,0.0136359868065
98588,NGMI,4,135,1,0.00203024692453
112785,QKTQ,4,231,1,0.00118650794291
37854,CTSP,4,2219,44,0.00543473038832
3188,CDRW,3,245,3,0.00335612246707
33373,CETA,4,320,8,0.00685208337028
50484,EVMS,4,710,267,0.103070775204
98482,NGEM,4,98,0,0.0
17016,RHRV,3,1250,12,0.00263120001419
114277,QQDG,4,214,0,0.0
13223,MWGY,3,458,253,0.151404112898
140629,WQYG,4,505,989,0.536769144808
94665,MQCM,4,168,250,0.407862105374
7001,GCWV,3,43,6,0.0382441862527
17825,SDRF,3,409,3,0.00201039120888
122937,RWQS,4,353,4,0.00310576016783
105729,PIKC,4,68,0,0.0
138128,WHVW,4,907,12,0.00362624037236
89548,LVFR,4,3713,59,0.00435521593155
137526,WGEQ,4,1638,13,0.00217526456199
7631,GMGY,3,390,8,0.00562222225254
64923,HEHF,4,51,1,0.00537418303551
45806,EETC,4,103,2,0.00532200650119
30819,APSM,4,18,1,0.015226851934
22291,VLAT,3,3044,1116,0.100485217362
27743,YKGD,3,11,2,0.049833333602
137394,WFTP,4,1747,9,0.00141199199388
91037,MCNH,4,218,4,0.00502905201488
56916,FVRE,4,170,2,0.00322450982131
85613,LHAG,4,326,2356,1.98079857919
89247,LTKM,4,165,1,0.00166111112007
143499,YECS,4,426,87,0.05597476556
79602,KIRY,4,663,4,0.00165359478016
21112,VGPE,3,59,1,0.00464548025104
47936,EMCG,4,55,105,0.523250002821
28198,AAAT,4,28,1,0.00978869052897
108386,PSDE,4,225,3,0.00365444446415
137723,WGSC,4,3268,219,0.0183672736608
58994,GFYC,4,69,3,0.0119166667309
12693,MFGR,3,2395,55,0.00629418931717
26103,WCGG,3,1534,3299,0.58943997493
134014,TQRL,4,89,1,0.00307958803159
47562,EKYM,4,58,1,0.00472557473812
23133,VNLT,3,626,5404,2.36604846856
39075,DAIQ,4,27,1,0.0101512346226
103513,NYVM,4,146,1,0.00187728311514
78245,KETR,4,1260,8,0.00174021164959
17417,RVGM,3,4826,29439,1.67193105957
30988,ARDA,4,35,1,0.00783095242317
123511,SAIL,4,755,7,0.00254116999163
37579,CSYM,4,308,16,0.0142380953149
38017,CVFK,4,555,34,0.0167906907812
113728,QNNC,4,110,1,0.0024916666801
133429,TNSE,4,78,3,0.0105416667235
25640,VWSY,3,462,4,0.00237301588581
138083,WHSM,4,933,333,0.0978239555114
143624,YELQ,4,577,5,0.0023750722254
56779,FVHM,4,79,0,0.0
65845,HGYF,4,88,0,0.0
133523,TPAI,4,55,0,0.0
98934,NHMM,4,19,0,0.0
44344,DWAH,4,29,0,0.0
133663,TPLP,4,221,2,0.00248039217024
144577,YHFC,4,125,401,0.879259338074
142768,WYYL,4,694,156,0.0616095104186
98379,NFVS,4,1185,7,0.00161905767399
76977,IYEL,4,500,9,0.0049335000266
139718,WNKC,4,204,22,0.0295580066953
133188,TNAI,4,85,2,0.00644901964261
124824,SGDP,4,882,12,0.00372902496342
74220,INFN,4,336,19,0.0154987600042
25116,VVFY,3,366,9,0.0067397541347
27748,YKGI,3,473,214,0.124003876638
141016,WSAQ,4,3363,32,0.00260798891286
47123,EIRE,4,141,2,0.00388770687675
140977,WRWP,4,4230,70,0.00453565802288
92843,MITH,4,290,1,0.000945114947625
143940,YFKC,4,114,2,0.00480847955809
68758,HRKY,4,193,1,0.00142012090576
100534,NNEA,4,218,3,0.00377178901116
85105,LFNS,4,1641,21,0.0035074649793
139759,WNMG,4,541,4709,2.385690247
87514,LNLL,4,1853,149,0.0220390808888
16764,RDRI,3,2708,15,0.00151818686195
144866,YIAY,4,460,8,0.00476666669237
19873,VAYH,3,78,0,0.0
12155,LWGG,3,564,1336,0.649247048418
71675,IEVT,4,795,30,0.0103427673514
140301,WQAI,4,843,243,0.079006228184
130584,TCWA,4,16,1,0.0171302084257
119809,RLVH,4,4720,43,0.00249694563493
5369,EHDV,3,68,0,0.0
75616,ISHE,4,294,2,0.00186451248171
108175,PRML,4,716,7,0.00267958567553
111021,QESE,4,985,6,0.00166954315621
80378,KLYM,4,294,1,0.000932256240854
98362,NFTT,4,357,3,0.00230322130093
143219,YCHG,4,49,4,0.0223741497805
868,RDGN,2,2601,66,0.00695482510478
102161,NSWG,4,191,1,0.00143499128173
50718,EWFE,4,30,2,0.0182722223207
19570,VACF,3,76,8,0.0288508773485
89404,LTVA,4,3267,132,0.0110740741338
138535,WKAQ,4,903,12,0.00364230345264
111784,QGWM,4,1236,12,0.00266100325059
108908,PTPY,4,199,3,0.00413190957002
61529,GPIK,4,82,0,0.0
59066,GGEC,4,181,3,0.00454281770405
77257,IYYW,4,102,0,0.0
145018,YIMK,4,144,3,0.00571006947523
21812,VIQL,3,118,1,0.00232274012552
48788,EPNL,4,86,0,0.0
133818,TPWN,4,17,0,0.0
130481,TCNI,4,13,2,0.042166666894
101518,NRAR,4,862,8,0.00254369684279
124254,SEML,4,470,1,0.000583156031513
94873,MQRC,4,104,3,0.00790625004263
5735,ESWV,3,214,6,0.00768457948069
7505,GIGH,3,716,6,0.00229678772188
63461,GVYA,4,481,105,0.0598310814037
80411,KMCH,4,522,11,0.00577570245771
143932,YFIP,4,708,6,0.00232274012552
86179,LIQN,4,97,3,0.00847680416942
76053,ITMQ,4,362,5,0.00378568142004
108044,PRDH,4,294,4,0.00372902496342
132957,TMIM,4,93,0,0.0
90038,LWQF,4,44,0,0.0
20248,VECE,3,43,1,0.00637403104212
74389,INRY,4,431,2,0.0012718484214
86935,LLTE,4,1203,13,0.00296183154825
130803,TERH,4,47,1,0.00583156031513
230,ECGV,2,87,169,0.532414753828
58044,GCDS,4,114,1,0.00240423977904
56177,FSNE,4,117,0,0.0
22485,VLPG,3,656,9,0.00376028965442
43127,DRLC,4,101,4,0.0108547855371
49204,EQSR,4,212,3,0.00387853775676
22861,VMQR,3,203,2,0.00270032842178
18327,SQGR,3,1092,3,0.000752976194536
109210,PVMP,4,685,9,0.00360109490993
33673,CFQM,4,66,1,0.00415277780017
346,GDEV,2,320,1,0.000856510421285
111533,QGFF,4,624,4,0.00175694445392
138986,WLHY,4,784,6,0.00209757654192
75662,ISKP,4,839,2,0.000653357174758
4935,EDCH,3,135,4,0.00812098769811
124480,SFDW,4,223,1,0.00122907325027
4760,DVPV,3,71,0,0.0
135896,TYMP,4,44,1,0.00622916670025
50401,EVHG,4,124,0,0.0
28938,AGEA,4,22,0,0.0
15370,QAAV,3,2094,51,0.00667538207993
34099,CGVY,4,730,23,0.00863550232967
111229,QFIN,4,149,1,0.00183948546853
84605,LEDM,4,222,1,0.00123460961627
91193,MCYW,4,102,3,0.00806127455327
113197,QLYY,4,434,4,0.0025261136849
102995,NWIG,4,73,1,0.00375456623029
116842,RALS,4,12591,184,0.00400534775675
31335,ASHA,4,20,0,0.0
112284,QIKC,4,126,4,0.00870105824797
30177,AMFW,4,25,0,0.0
48770,EPML,4,145,0,0.0
6110,FDLK,3,81,2,0.00676748974842
126307,SLKS,4,1267,11,0.00237957117831
98283,NFPL,4,188,0,0.0
54614,FMWW,4,31,1,0.00884139789713
60636,GLSA,4,1810,18,0.00272569062243
30079,ALYE,4,29,0,0.0
84337,LCIR,4,884,49,0.0151924020427
149230,YYPR,4,197,2,0.00278257192702
90900,MCDQ,4,264,10,0.0103819445004
22217,VKTS,3,1020,17,0.00456805558019
120209,RMYM,4,568,2,0.000965082164828
134400,TRWA,4,78,1,0.00351388890783
20616,VFDQ,3,642,9,0.00384228974034
62749,GSVY,4,802,3,0.00102524938209
128095,SRNC,4,321,7,0.00597689515164
69203,HSRH,4,1251,11,0.00241000534206
65503,HFYH,4,287,4,0.00381997679179
57634,FYYA,4,93,25,0.0736783158094
57065,FWDL,4,38,0,0.0
98196,NFIP,4,484,5,0.00283143940921
50951,EWYH,4,18,0,0.0
110337,QASR,4,4110,25,0.00166717356941
6100,FDKT,3,33,2,0.0166111112007
123306,RYSE,4,319,22,0.0189022989525
65598,HGFM,4,200,1,0.00137041667406
29174,AHRG,4,13,0,0.0
56165,FSML,4,318,11,0.00948087007208
101141,NPWR,4,230,3,0.00357500001928
75286,IRIK,4,398,5,0.00344325797501
78364,KFEH,4,76,1,0.00360635966857
60880,GMLK,4,421,3,0.00195308789652
15709,QDSI,3,757,11,0.00398271688629
135651,TWRQ,4,20,0,0.0
94000,MNDH,4,284,2,0.00193016432966
21646,VIEG,3,164,3,0.00501371953923
72719,IHWM,4,45,2,0.0121814815472
132122,TIVY,4,177,2,0.00309698683402
84597,LEDC,4,178,4,0.00615917606317
134149,TREA,4,88,0,0.0
106220,PKTH,4,230,3,0.00357500001928
